avg_demand_MW,N_t,lookahead_hr,p_frac,p_mw,duration_hr,e_mwh,shed_sum,shed_mean,shed_max,g1_mean_MW,g1_max_MW,g1_energy_MWh,g1_ramp_up_max_MW_per_step,g1_ramp_down_min_MW_per_step,g2_mean_MW,g2_max_MW,g2_energy_MWh,g2_ramp_up_max_MW_per_step,g2_ramp_down_min_MW_per_step,batt_present,dispatch_L1,dispatch_L2,dispatch_Linf,g1_L1,g1_Linf,g2_L1,g2_Linf,batt_soc_min_MWh,batt_soc_max_MWh,batt_pnet_max_MW,batt_pnet_min_MW,batt_discharge_energy_MWh,batt_charge_energy_MWh,batt_throughput_MWh
300.0,25,2.0,0.2,60.0,3.0,180.0,0.0,0.0,0.0,288.07096723357637,500.0,6337.561279138679,50.0,-48.39503334159269,6.686387441599779,90.27213022830585,147.10052371519512,5.0,-5.0,1.0,2922.6788112079157,324.6388805822853,60.0,1900.2371559986245,60.0,1022.4416552092914,49.735555988949216,26.597564248686677,88.94217224940778,60.0,-47.90387087744191,71.06997696262128,14.466748027214523,85.53672498983582
350.0,13,1.0,0.0,0.0,3.0,0.0,52.15611330385468,0.18897142501396624,43.71962207920865,327.9524220341068,495.2012715712988,7542.905706784456,47.75286458602062,-39.76776013552109,21.80505311777238,168.161918241198,501.51622170876476,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
350.0,13,1.0,0.01,3.5,3.0,10.5,42.95998344437254,0.155652113928886,41.523492219726506,328.61348507254604,497.74546036618574,7558.110156668558,49.05673472653848,-41.071630276038945,21.050094528320166,160.39796323414055,484.15217415136374,5.0,-5.0,1.0,472.5819692980456,48.852276770122856,14.0,264.2133986092348,14.0,208.3685706888108,10.5,1.4468201754385974,4.942982456140351,3.5,-3.5,4.573333333333333,1.6473915050784864,6.22072483841182
350.0,13,1.0,0.05,17.5,3.0,52.5,13.523492219726506,0.04899816021640038,13.523492219726506,329.315685551004,500.0,7574.260767673091,35.05673472653848,-27.071630276038945,19.941156927127015,145.0359327786034,458.6466093239213,5.0,-5.0,1.0,1858.0730544739358,176.31394182822808,31.087674685091883,1106.6889239738553,31.087674685091883,751.3841305000806,24.473877231866936,5.25,24.714912280701753,17.500000000000004,-17.5,28.000554577380747,13.266617990828617,41.26717256820937
350.0,13,1.0,0.1,35.0,3.0,105.0,0.0,0.0,0.0,331.07648586328594,500.0,7614.759174855576,45.11597899507257,-25.966757493188027,17.429942243496814,140.98701762047696,400.88867160042673,5.0,-5.0,1.0,2960.6008867234823,282.085131192756,58.75113533151682,1753.0702854234262,58.75113533151682,1207.5306013000563,28.118749500808235,14.477842165485004,49.42982456140351,35.0,-35.0,51.55659284478526,18.43616803224657,69.99276087703183
350.0,13,1.0,0.15,52.5,3.0,157.5,26.719586609849557,0.0968100964124984,14.359268803343753,331.0185764197744,500.0,7613.42725765481,50.0,-40.769482288828385,16.51764226782979,147.4794232947488,379.9057721600851,5.0,-5.0,1.0,3659.4960446434234,347.1411139670743,74.72134423251595,2200.170650059268,74.72134423251595,1459.325394584155,36.98683296031879,19.700953130475146,74.3640350877193,52.5,-49.721344232515946,76.45364271144918,23.245033475289993,99.69867618673916
350.0,13,1.0,0.2,70.0,3.0,210.0,51.19344209743815,0.18548348586028315,16.044486557226833,330.44173130903357,500.0,7600.159820107772,50.0,-26.723382048678957,16.176325120424938,147.61328728236143,372.0554777697735,5.0,-5.0,1.0,3928.596218882515,382.35249771168367,100.19612985948214,2375.067291614622,100.19612985948214,1553.528927267893,34.683387675322635,26.091445207922927,100.6140350877193,70.0,-29.528097071840705,90.28987260486417,18.003019388654348,108.29289199351851
350.0,25,2.0,0.0,0.0,3.0,0.0,543.0543960771067,2.0570242275647983,86.00578357836702,320.0386343675427,500.0,7040.849956085939,50.0,-48.41304718984253,24.789608242202902,161.50159957479576,545.3713813284638,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
350.0,25,2.0,0.01,3.5,3.0,10.5,421.16771972542693,1.5953322716872231,81.82328357836701,320.4841998551323,500.0,7050.652396812911,50.0,-48.41304718984253,24.64783178683382,163.06065549916025,542.252299310344,5.0,-5.0,1.0,512.1320822676184,48.18979897590803,10.001599574795762,291.9468653632007,10.001599574795762,220.1852169044177,6.501599574795762,1.0500000000000007,4.942982456140351,3.5000000000000036,-3.5,8.76756359784078,5.293699277385908,14.061262875226689
350.0,25,2.0,0.05,17.5,3.0,52.5,172.64688636095178,0.6539654786399689,64.77258397719743,324.05400737485604,500.0,7129.188162246833,50.0,-48.41304718984253,21.335959797043298,161.90323380163716,469.3911155349525,5.0,-5.0,1.0,2512.3518272155043,251.24613004221916,50.39212691672077,1482.0665488725608,50.39212691672077,1030.2852783429435,32.89212691672077,5.25,25.206140350877195,17.5,-17.5,33.28522791446319,14.775875805499384,48.06110371996258
350.0,25,2.0,0.1,35.0,3.0,105.0,72.35321595038243,0.2740652119332668,16.005783578367016,325.3994887954247,500.0,7158.788753499343,50.0,-48.41304718984253,19.544088913721268,155.68572278050863,429.96995610186787,5.0,-5.0,1.0,3520.9583341238717,351.23653250463605,71.17647771699643,2136.1412314047197,71.17647771699643,1384.817102719152,46.17647771699643,11.47633186286093,50.41228070175439,35.0,-35.0,56.56398498946369,19.876258832377832,76.44024382184153
350.0,25,2.0,0.15,52.5,3.0,157.5,219.55134950194793,0.8316338996285906,33.293732970027236,325.510969176992,500.0,7161.241321893824,50.0,-50.0,18.08210296456367,156.54700730579236,397.80626522040075,5.0,-5.0,1.0,4409.379011650712,446.70084414655366,88.23783935681217,2638.597618353954,88.23783935681217,1770.781393296757,61.50159957479576,18.81830122254623,78.31996119156054,52.5,-52.5,80.15651003328676,26.024172518511058,106.18068255179783
350.0,25,2.0,0.2,70.0,3.0,210.0,261.77056462503833,0.9915551690342361,37.06321525885551,325.2976432745239,500.0,7156.548152039526,50.0,-50.0,17.348484848484848,155.0,381.66666666666663,5.0,-5.0,1.0,4955.536156043949,503.18267280569586,100.25618631412368,2991.0795801023833,100.25618631412368,1964.456575941566,61.50159957479576,24.822578850466265,103.03487347226229,70.0,-58.75458673932792,102.53245107683048,31.085613080947258,133.61806415777772
