system,study,month,day,horizon,ramp_multiplier,upward_adder_fraction,forecast_type,forecast_model,forecast_rho,sigma_rel,seed,shortage_penalty,generator,cost,capacity,flexibility,rp_bind,la_bind,rp_scarcity_flex,la_scarcity_flex,rp_utilization,la_utilization,rp_headroom,la_headroom,rp_margin_share,la_margin_share,loc_rp,loc_rp_energy,loc_la,loc_tlmp,delta_la_rp
10gen,ramp_requirement,1,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,1,185.0,22.0,0.3409090909090909,0.013888888888888888,0.020833333333333332,0.040740740740740744,0.06111111111111111,0.1950126144011418,0.19603849823952563,0.8049873855988583,0.8039615017604744,0.19791666666666666,0.19791666666666666,5577.241234529123,5719.519283697649,0.0,0.0,-5577.241234529123
10gen,ramp_requirement,1,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,2,30.0,170.0,0.10294117647058823,0.03819444444444445,0.0798611111111111,0.3710317460317461,0.7757936507936508,0.3053447060849066,0.33913384948899755,0.6946552939150934,0.6608661505110024,0.3402777777777778,0.3472222222222222,54465.45679200161,57983.113281640224,62.45041938824579,0.0,-54403.00637261337
10gen,ramp_requirement,1,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,3,55.0,85.0,0.08823529411764706,0.09027777777777778,0.09722222222222222,1.0231481481481481,1.1018518518518519,0.2355092160094762,0.2266199936493677,0.7644907839905238,0.7733800063506323,0.25,0.21875,82880.1615597033,84029.32822636934,0.6791418339125812,0.0,-82879.48241786938
10gen,ramp_requirement,1,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,4,15.0,230.0,0.03260869565217391,0.3576388888888889,0.3506944444444444,10.967592592592593,10.75462962962963,0.6826756188419152,0.6640362125279902,0.3173243811580848,0.33596378747200983,0.6388888888888888,0.6527777777777778,1166276.2131745284,1167654.204461426,411659.3020473351,0.0,-754616.9111271934
10gen,ramp_requirement,1,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,5,20.0,613.0,0.061174551386623165,0.10416666666666667,0.10416666666666667,1.702777777777778,1.702777777777778,0.37152395176796094,0.37844313791032563,0.6284760482320392,0.6215568620896743,0.3715277777777778,0.375,369117.63402154297,378521.91610646993,28390.846468023956,0.0,-340726.787553519
10gen,ramp_requirement,1,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,6,19.5,686.0,0.014577259475218658,0.6597222222222222,0.6909722222222222,45.25694444444444,47.40069444444445,0.6755717171350845,0.6436739613000292,0.32442828286491543,0.35632603869997076,0.5763888888888888,0.6076388888888888,7981578.95239957,7985687.022566815,5608924.63202619,0.0,-2372654.3203733796
10gen,ramp_requirement,1,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,7,48.0,45.0,0.2222222222222222,0.024305555555555556,0.06597222222222222,0.10937500000000001,0.296875,0.2735537166261422,0.3334700007456005,0.7264462833738577,0.6665299992543994,0.3263888888888889,0.3125,5607.916666667908,6431.7877556637395,52.972289183177054,0.0,-5554.944377484731
10gen,ramp_requirement,1,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,8,60.0,50.0,0.1,0.06597222222222222,0.0798611111111111,0.6597222222222222,0.798611111111111,0.22294335130557197,0.21463582326836905,0.777056648694428,0.7853641767316311,0.2326388888888889,0.2048611111111111,53567.13594022964,54268.371836184175,0.0,0.0,-53567.13594022964
10gen,ramp_requirement,1,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,9,57.0,260.0,0.019230769230769232,0.2743055555555556,0.3125,14.26388888888889,16.25,0.21307150702885272,0.21447642770553163,0.7869284929711473,0.7855235722944683,0.23958333333333334,0.20833333333333334,1581530.0574619616,1583820.3741360474,998641.7340089153,0.0,-582888.3234530464
10gen,ramp_requirement,1,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,10,50.0,400.0,0.03125,0.13194444444444445,0.17708333333333334,4.222222222222222,5.666666666666667,0.267306459346013,0.2788131382363385,0.7326935406539871,0.7211868617636615,0.2847222222222222,0.2465277777777778,1546280.3946579704,1551057.3458321914,666427.1114008948,0.0,-879853.2832570756
10gen,ramp_requirement,1,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,1,185.0,22.0,1.3636363636363635,0.0,0.0,0.0,0.0,0.13964918605250876,0.13749044479221756,0.8603508139474912,0.8625095552077825,0.1423611111111111,0.13194444444444445,0.0,93.07326801127056,0.0,0.0,0.0
10gen,ramp_requirement,1,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,2,30.0,170.0,0.4117647058823529,0.006944444444444444,0.006944444444444444,0.016865079365079364,0.016865079365079364,0.30835659150217215,0.3108023057902643,0.6916434084978279,0.6891976942097356,0.3125,0.3090277777777778,91.66666666604578,342.9196359727066,2.604493972612545,0.0,-89.06217269343324
10gen,ramp_requirement,1,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,3,55.0,85.0,0.35294117647058826,0.003472222222222222,0.003472222222222222,0.009837962962962962,0.009837962962962962,0.2104423351876161,0.2386620093786469,0.7895576648123839,0.7613379906213531,0.2881944444444444,0.19444444444444445,6.966674924362451,3033.1299133728025,0.0,0.0,-6.966674924362451
10gen,ramp_requirement,1,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,4,15.0,230.0,0.13043478260869565,0.041666666666666664,0.034722222222222224,0.3194444444444444,0.2662037037037037,0.7383650290127074,0.7662459634716863,0.26163497098729255,0.23375403652831375,0.6979166666666666,0.7361111111111112,169904.39685479598,170784.81352146296,8255.994428423699,0.0,-161648.40242637228
10gen,ramp_requirement,1,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,5,20.0,613.0,0.24469820554649266,0.0,0.0,0.0,0.0,0.3585021826703876,0.36757098797253346,0.6414978173296125,0.6324290120274666,0.3125,0.3125,0.0,282.6725291721523,0.0,0.0,0.0
10gen,ramp_requirement,1,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,6,19.5,686.0,0.05830903790087463,0.11805555555555555,0.1076388888888889,2.024652777777778,1.8460069444444447,0.6267666337722321,0.6042137183700012,0.3732333662277679,0.3957862816299989,0.4583333333333333,0.4826388888888889,1389835.9593847962,1392409.0427181292,302.49652484059334,0.0,-1389533.4628599556
10gen,ramp_requirement,1,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,7,48.0,45.0,0.8888888888888888,0.003472222222222222,0.0,0.00390625,0.0,0.292662171400192,0.29589946556592134,0.707337828599808,0.7041005344340787,0.3090277777777778,0.2916666666666667,0.0,545.4247628335725,0.0,0.0,0.0
10gen,ramp_requirement,1,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,8,60.0,50.0,0.4,0.006944444444444444,0.013888888888888888,0.01736111111111111,0.03472222222222222,0.15974326873834585,0.14820269376193063,0.8402567312616542,0.8517973062380694,0.2048611111111111,0.1388888888888889,0.0,3200.541592871654,5.579250319860876,0.0,5.579250319860876
10gen,ramp_requirement,1,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,9,57.0,260.0,0.07692307692307693,0.059027777777777776,0.06944444444444445,0.767361111111111,0.9027777777777778,0.2104540242699154,0.19729537976915118,0.7895459757300846,0.8027046202308488,0.21180555555555555,0.1597222222222222,8568.786106881686,11393.738953433465,16.04945868300274,0.0,-8552.736648198683
10gen,ramp_requirement,1,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,10,50.0,400.0,0.125,0.020833333333333332,0.024305555555555556,0.16666666666666666,0.19444444444444445,0.2928286727195755,0.2958072006469864,0.7071713272804244,0.7041927993530136,0.3090277777777778,0.2881944444444444,774.9999999962747,2373.074539887719,15.047200764529407,0.0,-759.9527992317453
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,1,185.0,22.0,0.3409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,2,30.0,170.0,0.10294117647058823,0.1111111111111111,0.1423611111111111,1.0793650793650793,1.382936507936508,0.11081055755384352,0.12335353034797945,0.8891894424461566,0.8766464696520205,0.09375,0.10416666666666667,55494.460077742726,56185.40715524622,25941.62818919443,0.0,-29552.831888548295
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,3,55.0,85.0,0.08823529411764706,0.006944444444444444,0.0,0.07870370370370369,0.0,0.0006831051352813066,0.0006657649932425066,0.9993168948647188,0.9993342350067577,0.003472222222222222,0.0,0.27903462609674534,0.2790346260967643,0.0,0.0,-0.27903462609674534
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,4,15.0,230.0,0.03260869565217391,0.08333333333333333,0.07291666666666667,2.5555555555555554,2.236111111111111,0.9802754807587617,0.9890614476010349,0.01972451924123836,0.010938552398965158,0.8368055555555556,0.9027777777777778,727434.7925093184,727452.4902653224,221193.37732394884,0.0,-506241.4151853696
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,5,20.0,613.0,0.061174551386623165,0.10416666666666667,0.09027777777777778,1.702777777777778,1.4757407407407408,0.3525974120890689,0.35282434948021446,0.6474025879109311,0.6471756505197855,0.1597222222222222,0.1388888888888889,514334.54846312414,515818.4950605356,205172.94221775312,0.0,-309161.60624537105
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,6,19.5,686.0,0.014577259475218658,0.2881944444444444,0.3090277777777778,19.770138888888887,21.199305555555558,0.9269790414806773,0.9218891221716699,0.07302095851932269,0.07811087782833007,0.6666666666666666,0.75,2249680.2103614034,2249591.627590396,683180.0767047213,0.0,-1566500.133656682
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,7,48.0,45.0,0.2222222222222222,0.03125,0.03125,0.140625,0.140625,0.04564630860154822,0.040043635904438823,0.9543536913984517,0.9599563640955613,0.052083333333333336,0.034722222222222224,50.666666666666515,95.24134986221873,28.231786514851763,0.0,-22.434880151814752
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,8,60.0,50.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,9,57.0,260.0,0.019230769230769232,0.0,0.0,0.0,0.0,1.383410903393424e-05,0.0,0.9999861658909661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,10,50.0,400.0,0.03125,0.027777777777777776,0.024305555555555556,0.8888888888888888,0.7777777777777778,0.006040706961838441,0.002474873028357786,0.9939592930381616,0.9975251269716422,0.010416666666666666,0.020833333333333332,219.3743562177022,219.37435621770223,20.865869615967128,0.0,-198.50848660173506
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,1,185.0,22.0,0.3409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,2,30.0,170.0,0.10294117647058823,0.09375,0.1423611111111111,0.9107142857142858,1.382936507936508,0.11168992393119319,0.12335353034797945,0.8883100760688067,0.8766464696520205,0.1111111111111111,0.10416666666666667,21011.234740543205,22743.908916362663,25941.62818919443,0.0,4930.393448651226
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,3,55.0,85.0,0.08823529411764706,0.03819444444444445,0.0,0.43287037037037035,0.0,0.009437249699887369,0.0006657649932425066,0.9905627503001126,0.9993342350067577,0.017361111111111112,0.0,13.551344965525004,13.551344965524947,0.0,0.0,-13.551344965525004
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,4,15.0,230.0,0.03260869565217391,0.125,0.07291666666666667,3.8333333333333335,2.236111111111111,0.9717680449455118,0.9890614476010349,0.02823195505448823,0.010938552398965158,0.8402777777777778,0.9027777777777778,664267.3354434969,664462.2776930319,221193.37732394884,0.0,-443073.9581195481
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,5,20.0,613.0,0.061174551386623165,0.08333333333333333,0.09027777777777778,1.3622222222222222,1.4757407407407408,0.3448371388412531,0.35282434948021446,0.655162861158747,0.6471756505197855,0.1701388888888889,0.1388888888888889,357776.30629536335,363167.6737759273,205172.94221775312,0.0,-152603.36407761023
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,6,19.5,686.0,0.014577259475218658,0.3090277777777778,0.3090277777777778,21.199305555555558,21.199305555555558,0.9240943294130083,0.9218891221716699,0.07590567058699176,0.07811087782833007,0.6736111111111112,0.75,2053322.7008699542,2052550.966509084,683180.0767047213,0.0,-1370142.6241652328
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,7,48.0,45.0,0.2222222222222222,0.024305555555555556,0.03125,0.10937500000000001,0.140625,0.05648752311162627,0.040043635904438823,0.9435124768883737,0.9599563640955613,0.09722222222222222,0.034722222222222224,70.2517275203727,226.50172752036934,28.231786514851763,0.0,-42.019941005520934
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,8,60.0,50.0,0.1,0.0,0.0,0.0,0.0,0.00036604580513198925,0.0,0.999633954194868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,9,57.0,260.0,0.019230769230769232,0.013888888888888888,0.0,0.7222222222222221,0.0,0.00031513107301655365,0.0,0.9996848689269835,1.0,0.006944444444444444,0.0,0.46963285266838284,0.4696328526671323,0.0,0.0,-0.46963285266838284
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,10,50.0,400.0,0.03125,0.09027777777777778,0.024305555555555556,2.888888888888889,0.7777777777777778,0.02404311753534638,0.002474873028357786,0.9759568824646535,0.9975251269716422,0.03819444444444445,0.020833333333333332,23044.403943951744,23044.403943951744,20.865869615967128,0.0,-23023.53807433578
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,1,185.0,22.0,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,2,30.0,170.0,0.4117647058823529,0.006944444444444444,0.006944444444444444,0.016865079365079364,0.016865079365079364,0.10264594417809023,0.10293393040919965,0.8973540558219099,0.8970660695908003,0.06597222222222222,0.06597222222222222,85.7973902129379,85.7973902129379,42.02261605547665,0.0,-43.77477415746125
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,3,55.0,85.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,4,15.0,230.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.9994008621314754,1.0,0.0005991378685247646,0.0,0.9895833333333334,0.9965277777777778,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,5,20.0,613.0,0.24469820554649266,0.0,0.0,0.0,0.0,0.34635037576207706,0.3464552660634595,0.6536496242379228,0.6535447339365406,0.1388888888888889,0.13541666666666666,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,6,19.5,686.0,0.05830903790087463,0.010416666666666666,0.006944444444444444,0.17864583333333334,0.11909722222222222,0.9303229099155826,0.9299926208570513,0.06967709008441744,0.07000737914294865,0.6493055555555556,0.6527777777777778,462.7499999999927,462.7499999999927,41.62802417384955,0.0,-421.12197582614317
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,7,48.0,45.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.03435682416448791,0.033812850172392356,0.9656431758355121,0.9661871498276078,0.017361111111111112,0.017361111111111112,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,8,60.0,50.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,9,57.0,260.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,10,50.0,400.0,0.125,0.0,0.0,0.0,0.0,0.0015690939196013982,0.0015690939196013982,0.9984309060803985,0.9984309060803985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,1,185.0,22.0,0.3409090909090909,0.034722222222222224,0.034722222222222224,0.10185185185185186,0.10185185185185186,0.15048926767676768,0.12592586133465347,0.8495107323232323,0.8740741386653466,0.1527777777777778,0.11805555555555555,14795.833333333372,15269.791666666657,1232.6430974938849,0.0,-13563.190235839487
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,2,30.0,170.0,0.10294117647058823,0.041666666666666664,0.06944444444444445,0.40476190476190477,0.6746031746031746,0.31207466614971713,0.3333056136905219,0.6879253338502829,0.6666943863094781,0.2881944444444444,0.2777777777777778,45657.78197162924,47527.26201255992,7493.533328169957,0.0,-38164.24864345929
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,3,55.0,85.0,0.08823529411764706,0.1388888888888889,0.1388888888888889,1.574074074074074,1.574074074074074,0.21772444037033306,0.22497980456539007,0.7822755596296669,0.7750201954346099,0.22916666666666666,0.1701388888888889,105403.7104010043,106885.82460789802,138.00965159584302,0.0,-105265.70074940845
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,4,15.0,230.0,0.03260869565217391,0.2847222222222222,0.2986111111111111,8.731481481481481,9.157407407407408,0.7304823761723725,0.7167037910581902,0.2695176238276274,0.28329620894180985,0.6666666666666666,0.6979166666666666,956346.7260642028,958139.8510642028,434000.2303662547,0.0,-522346.49569794815
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,5,20.0,613.0,0.061174551386623165,0.10069444444444445,0.09722222222222222,1.6460185185185185,1.5892592592592594,0.4402940167983449,0.4390407836488366,0.5597059832016551,0.5609592163511634,0.3715277777777778,0.3680555555555556,318800.69319078233,322528.8383116387,67693.712636346,0.0,-251106.98055443633
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,6,19.5,686.0,0.014577259475218658,0.6388888888888888,0.6458333333333334,43.827777777777776,44.304166666666674,0.6672913792800023,0.6501740387472018,0.33270862071999774,0.3498259612527982,0.5486111111111112,0.6076388888888888,7071423.995829087,7074802.895840062,5063872.441325695,0.0,-2007551.5545033915
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,7,48.0,45.0,0.2222222222222222,0.041666666666666664,0.07291666666666667,0.1875,0.32812500000000006,0.24900130332608533,0.24319966878063295,0.7509986966739146,0.7568003312193672,0.2465277777777778,0.22569444444444445,5990.350660263677,6455.9112037630985,2768.9364582212293,0.0,-3221.414202042448
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,8,60.0,50.0,0.1,0.1284722222222222,0.1388888888888889,1.284722222222222,1.3888888888888888,0.20258358629507134,0.19083313523020065,0.7974164137049287,0.8091668647697994,0.21180555555555555,0.1527777777777778,57224.5490250882,58179.24565376493,79.87934020865941,0.0,-57144.66968487954
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,9,57.0,260.0,0.019230769230769232,0.2986111111111111,0.3298611111111111,15.527777777777777,17.152777777777775,0.17755924616031735,0.16702200601041625,0.8224407538396827,0.8329779939895838,0.2222222222222222,0.16319444444444445,1658185.630265273,1660580.213598609,1020933.8217642526,0.0,-637251.8085010203
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,10,50.0,400.0,0.03125,0.20833333333333334,0.2152777777777778,6.666666666666667,6.888888888888889,0.2383036856253865,0.25727198335665935,0.7616963143746135,0.7427280166433408,0.22916666666666666,0.1909722222222222,1522442.3623128259,1526444.741960681,587853.2078900589,0.0,-934589.154422767
10gen,ramp_requirement,1,14,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,1,185.0,22.0,0.3409090909090909,0.03125,0.034722222222222224,0.09166666666666667,0.10185185185185186,0.13512179335002797,0.12592586133465347,0.8648782066499721,0.8740741386653466,0.13541666666666666,0.11805555555555555,9380.096076943504,9684.77454152811,1232.6430974938849,0.0,-8147.452979449619
10gen,ramp_requirement,1,14,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,2,30.0,170.0,0.10294117647058823,0.034722222222222224,0.06944444444444445,0.3373015873015873,0.6746031746031746,0.30235601709347826,0.3333056136905219,0.6976439829065217,0.6666943863094781,0.3090277777777778,0.2777777777777778,46537.502336676465,49974.537564247614,7493.533328169957,0.0,-39043.96900850651
10gen,ramp_requirement,1,14,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,3,55.0,85.0,0.08823529411764706,0.1284722222222222,0.1388888888888889,1.4560185185185184,1.574074074074074,0.2266762795129988,0.22497980456539007,0.7733237204870013,0.7750201954346099,0.24305555555555555,0.1701388888888889,103073.11048659089,104988.96082316758,138.00965159584302,0.0,-102935.10083499504
10gen,ramp_requirement,1,14,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,4,15.0,230.0,0.03260869565217391,0.2951388888888889,0.2986111111111111,9.050925925925926,9.157407407407408,0.7258725973785641,0.7167037910581902,0.274127402621436,0.28329620894180985,0.6666666666666666,0.6979166666666666,955669.2105482297,957595.7261850515,434000.2303662547,0.0,-521668.98018197506
10gen,ramp_requirement,1,14,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,5,20.0,613.0,0.061174551386623165,0.10416666666666667,0.09722222222222222,1.702777777777778,1.5892592592592594,0.4329629103719358,0.4390407836488366,0.5670370896280643,0.5609592163511634,0.4027777777777778,0.3680555555555556,314822.5197880585,323018.8087138152,67693.712636346,0.0,-247128.80715171248
10gen,ramp_requirement,1,14,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,6,19.5,686.0,0.014577259475218658,0.6423611111111112,0.6458333333333334,44.06597222222223,44.304166666666674,0.6667511214379016,0.6501740387472018,0.3332488785620983,0.3498259612527982,0.5486111111111112,0.6076388888888888,7068267.304368985,7072547.913854985,5063872.441325695,0.0,-2004394.8630432896
