system,study,month,day,horizon,ramp_multiplier,upward_adder_fraction,forecast_type,forecast_model,forecast_rho,sigma_rel,seed,shortage_penalty,generator,cost,capacity,flexibility,rp_bind,la_bind,rp_scarcity_flex,la_scarcity_flex,rp_utilization,la_utilization,rp_headroom,la_headroom,rp_margin_share,la_margin_share,loc_rp,loc_rp_energy,loc_la,loc_tlmp,delta_la_rp
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,302_CT_2,110.83689929999998,20.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,302_CT_3,42.663211305000004,55.0,0.1009090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,302_CT_4,42.663211305000004,55.0,0.1009090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,307_CT_1,36.12393546,55.0,0.1009090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,307_CT_2,36.12393546,55.0,0.1009090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,313_CC_1,26.770312335000003,355.0,0.01749295774647887,0.4895833333333333,0.5486111111111112,27.987453032742888,31.361826802648064,0.18291851365903525,0.17553373598200234,0.8170814863409649,0.8244662640179976,0.2673611111111111,0.3298611111111111,2724.197466817155,2737.0027131380175,2595.3295491067133,0.0,-128.86791771044182
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,315_STEAM_1,112.26770384999999,12.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,315_STEAM_2,112.26770384999999,12.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,315_STEAM_3,112.26770384999999,12.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,315_STEAM_4,112.26770384999999,12.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,315_STEAM_5,112.26770384999999,12.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,315_CT_6,31.33876764,55.0,0.1009090909090909,0.006944444444444444,0.013888888888888888,0.06881881881881882,0.13763763763763764,0.00035037878787878786,0.0010511363636363637,0.9996496212121211,0.9989488636363638,0.003472222222222222,0.006944444444444444,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,315_CT_7,31.33876764,55.0,0.1009090909090909,0.006944444444444444,0.010416666666666666,0.06881881881881882,0.10322822822822822,0.0011357717171716392,0.0010442999999999987,0.9988642282828284,0.9989557000000002,0.003472222222222222,0.006944444444444444,0.5906732427844538,0.5906732427844538,0.0,0.0,-0.5906732427844538
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,315_CT_8,31.33876764,55.0,0.1009090909090909,0.013888888888888888,0.013888888888888888,0.13763763763763764,0.13763763763763764,0.0014015151515151514,0.0010511363636363637,0.9985984848484849,0.9989488636363638,0.003472222222222222,0.006944444444444444,0.9515064230624996,0.9515064230624996,0.0,0.0,-0.9515064230624996
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,316_STEAM_1,23.6803874825,155.0,0.02903225806451613,0.7256944444444444,0.7048611111111112,24.99614197530864,24.27854938271605,0.5617613135707897,0.5338448573745529,0.4382386864292102,0.4661551426254471,0.4166666666666667,0.5173611111111112,598754.1327318632,599287.6357799768,60688.689958993644,0.0,-538065.4427728695
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,318_CC_1,29.140544730000002,355.0,0.01749295774647887,0.059027777777777776,0.10069444444444445,3.374373769905171,5.756284666308821,0.00189260314945222,0.0038353121087636426,0.9981073968505478,0.9961646878912364,0.03125,0.08333333333333333,18.277329220957053,18.277329220957053,0.7814806702466797,0.0,-17.495848550710374
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,321_CC_1,27.670203765000004,355.0,0.01749295774647887,0.2881944444444444,0.3715277777777778,16.474883700125247,21.23870549293255,0.056106325694446214,0.05802144017018792,0.9438936743055538,0.9419785598298122,0.14583333333333334,0.2638888888888889,396.1928010407773,396.1928010407773,65.84507336200255,0.0,-330.34772767877473
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,322_CT_5,31.1560683,55.0,0.1009090909090909,0.013888888888888888,0.010416666666666666,0.13763763763763764,0.10322822822822822,0.0014015151515151514,0.0013244105429291468,0.9985984848484849,0.9986755894570708,0.006944444444444444,0.010416666666666666,0.8746487951250016,0.8746487951250016,0.0,0.0,-0.8746487951250016
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,322_CT_6,31.1560683,55.0,0.1009090909090909,0.013888888888888888,0.020833333333333332,0.13763763763763764,0.20645645645645644,0.0014194437058080824,0.0021243193181819647,0.9985805562941918,0.997875680681818,0.006944444444444444,0.010416666666666666,0.8746487951250016,0.8746487951250016,0.0,0.0,-0.8746487951250016
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,323_CC_1,29.281456455,355.0,0.01749295774647887,0.017361111111111112,0.0798611111111111,0.992462873501521,4.565329218106996,0.00036491080790294656,0.0016670310152581845,0.9996350891920971,0.9983329689847417,0.010416666666666666,0.03125,11.179669015125016,11.179669015125016,0.0,0.0,-11.179669015125016
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,323_CC_2,29.281456455,355.0,0.01749295774647887,0.03125,0.04513888888888889,1.7864331723027376,2.5804034711039545,0.0010498389505086394,0.0012440672926448061,0.9989501610494914,0.9987559327073553,0.010416666666666666,0.03125,11.715353717970725,11.715353717970725,0.0,0.0,-11.715353717970725
RTS73,external,1,15,13,0.3,0.08,perfect,independent,0.0,0.0,0,65.0,121_NUCLEAR_1,2.025875,400.0,0.075,0.09722222222222222,0.0763888888888889,1.2962962962962963,1.0185185185185186,0.9139690798255208,0.9543297523038193,0.0860309201744792,0.045670247696180756,0.8854166666666666,0.9305555555555556,700815.8694981299,703470.0361647966,239025.1031571863,0.0,-461790.76634094364
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,101_CT_1,109.6984653,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,101_CT_2,109.6984653,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,101_STEAM_3,19.3218686,76.0,0.07894736842105263,0.10416666666666667,0.07291666666666667,1.3194444444444446,0.9236111111111113,0.9545110732364743,0.9788630469206873,0.045488926763525644,0.021136953079312834,0.9340277777777778,0.9201388888888888,15803.008976403307,15803.008976403307,135.469733858592,0.0,-15667.539242544715
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,101_STEAM_4,19.3218686,76.0,0.07894736842105263,0.08680555555555555,0.09027777777777778,1.099537037037037,1.1435185185185186,0.9639218894371344,0.9814733320540936,0.03607811056286552,0.01852666794590635,0.9340277777777778,0.9201388888888888,15842.62724674727,15842.62724674727,144.32494672973735,0.0,-15698.302300017533
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,102_CT_1,108.68163675,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,102_CT_2,108.68163675,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,102_STEAM_3,21.582252407499997,76.0,0.07894736842105263,0.1527777777777778,0.19791666666666666,1.9351851851851853,2.5069444444444446,0.8351574259502915,0.8552356493283989,0.16484257404970848,0.14476435067160104,0.8333333333333334,0.8333333333333334,10349.089673894812,10349.089673894812,10.22475386144015,0.0,-10338.864920033371
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,102_STEAM_4,21.582252407499997,76.0,0.07894736842105263,0.14930555555555555,0.2152777777777778,1.8912037037037037,2.726851851851852,0.8556008033625745,0.8434056367872809,0.14439919663742548,0.15659436321271902,0.8333333333333334,0.8333333333333334,10321.271934634922,10321.271934634922,8.136997477789919,0.0,-10313.134937157132
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,107_CC_1,27.15028809,355.0,0.03498591549295774,0.17708333333333334,0.20833333333333334,5.061560654857757,5.9547772410091255,0.11323695695031316,0.12048371884780901,0.8867630430496869,0.8795162811521912,0.09375,0.1527777777777778,498.0539983399786,498.0539983399786,22.69616621362195,0.0,-475.35783212635664
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,113_CT_1,34.424248515,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,113_CT_2,34.424248515,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,113_CT_3,34.424248515,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,113_CT_4,34.424248515,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,115_STEAM_1,140.6638701,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,115_STEAM_2,140.6638701,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,115_STEAM_3,23.535050669999997,155.0,0.05806451612903226,0.4027777777777778,0.4131944444444444,6.936728395061729,7.116126543209876,0.5755101062253574,0.5513378663687281,0.42448989377464263,0.44866213363127194,0.53125,0.5555555555555556,23588.564657809562,23588.564657809562,12.998205491021508,0.0,-23575.56645231854
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,116_STEAM_1,23.254946994999997,155.0,0.05806451612903226,0.3541666666666667,0.3229166666666667,6.099537037037037,5.561342592592593,0.6762760339717748,0.632905019233871,0.3237239660282253,0.36709498076612906,0.6319444444444444,0.6145833333333334,25561.30476521507,25561.30476521507,21.688385077964085,0.0,-25539.616380137108
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,118_CC_1,27.75086358,355.0,0.03498591549295774,0.03819444444444445,0.0763888888888889,1.0917091608516731,2.1834183217033463,0.006580353078051607,0.010744896987480426,0.9934196469219483,0.9892551030125196,0.020833333333333332,0.052083333333333336,54.35733396194752,54.35733396194752,0.9649256553264749,0.0,-53.39240830662104
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,123_STEAM_2,24.654408375,155.0,0.05806451612903226,0.2916666666666667,0.2881944444444444,5.023148148148148,4.963348765432098,0.3055278527060944,0.31625036387096755,0.6944721472939056,0.6837496361290324,0.2638888888888889,0.3159722222222222,454.72947996470134,454.72947996470134,15.508211949857923,0.0,-439.2212680148434
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,123_STEAM_3,22.665143784999998,350.0,0.03428571428571429,0.3611111111111111,0.3020833333333333,10.532407407407407,8.810763888888888,0.7217144209027775,0.7284970727688491,0.2782855790972224,0.2715029272311508,0.6909722222222222,0.6840277777777778,78702.578920522,78702.578920522,417.25399676353663,0.0,-78285.32492375847
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,123_CT_1,34.156030335000004,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,123_CT_4,34.156030335000004,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,123_CT_5,34.156030335000004,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,201_CT_1,105.65443724999999,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,201_CT_2,105.65443724999999,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,201_STEAM_3,24.7120146025,76.0,0.07894736842105263,0.2222222222222222,0.24305555555555555,2.814814814814815,3.0787037037037037,0.2423499141538733,0.3101279002284356,0.7576500858461266,0.6898720997715644,0.2361111111111111,0.28125,162.97796804522716,162.97796804522716,22.069278725050935,0.0,-140.90868932017622
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,202_CT_1,101.92865324999998,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,202_CT_2,101.92865324999998,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,202_STEAM_3,23.6803874825,76.0,0.07894736842105263,0.3159722222222222,0.34375,4.002314814814815,4.354166666666667,0.39610548062865525,0.47617253482730226,0.6038945193713448,0.5238274651726977,0.3541666666666667,0.3854166666666667,285.03123932872677,285.03123932872677,18.208353873043507,0.0,-266.82288545568326
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,202_STEAM_4,23.6803874825,76.0,0.07894736842105263,0.3645833333333333,0.3576388888888889,4.618055555555555,4.530092592592593,0.46146525834246965,0.4771139644462718,0.5385347416575305,0.5228860355537281,0.3541666666666667,0.3854166666666667,4007.2496608757847,4007.2496608757847,16.943352508265434,0.0,-3990.3063083675193
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,207_CT_1,41.098605255,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,207_CT_2,41.098605255,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,213_CC_3,29.043364229999998,355.0,0.03498591549295774,0.010416666666666666,0.017361111111111112,0.29773886205045624,0.4962314367507605,0.0007273436032863884,0.0009041417644757289,0.9992726563967137,0.9990958582355243,0.006944444444444444,0.013888888888888888,1.149503161794096,1.149503161794096,0.0,0.0,-1.149503161794096
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,213_CT_1,34.424248515,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,213_CT_2,34.424248515,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,215_CT_4,35.281380525,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,215_CT_5,35.281380525,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,216_STEAM_1,21.7693405225,155.0,0.05806451612903226,0.20833333333333334,0.2534722222222222,3.587962962962963,4.365354938271604,0.8138463010618283,0.8212676843862003,0.18615369893817177,0.1787323156137996,0.8090277777777778,0.8090277777777778,28142.632241583233,28142.632241583233,42.70135273814776,0.0,-28099.930888845083
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,218_CC_1,29.159980830000002,355.0,0.03498591549295774,0.006944444444444444,0.003472222222222222,0.19849257470030418,0.09924628735015209,0.0003024591549295743,0.00033873573943660315,0.9996975408450705,0.9996612642605633,0.003472222222222222,0.003472222222222222,0.6370736870015969,0.6370736870015969,0.0,0.0,-0.6370736870015969
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,221_CC_1,28.087108110000003,355.0,0.03498591549295774,0.027777777777777776,0.03125,0.7939702988012167,0.8932165861513688,0.0019725482902973367,0.003715566275430314,0.9980274517097025,0.9962844337245697,0.013888888888888888,0.027777777777777776,19.182964233599936,19.182964233599936,0.15295168429263306,0.0,-19.0300125493073
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,223_STEAM_1,20.523671914999998,155.0,0.05806451612903226,0.16319444444444445,0.15625,2.810570987654321,2.6909722222222223,0.8811997743503578,0.9325510970654121,0.1188002256496422,0.06744890293458788,0.8611111111111112,0.8819444444444444,27957.75330115787,27957.75330115787,191.96877920547195,0.0,-27765.7845219524
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,223_STEAM_2,20.523671914999998,155.0,0.05806451612903226,0.1388888888888889,0.1736111111111111,2.3919753086419755,2.9899691358024687,0.941540072199822,0.9006696864023298,0.058459927800177974,0.09933031359767029,0.8611111111111112,0.8819444444444444,35788.65306554919,35788.65306554919,59.84051373667171,0.0,-35728.812551812516
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,223_STEAM_3,22.571599727499997,350.0,0.03428571428571429,0.3020833333333333,0.2777777777777778,8.810763888888888,8.101851851851851,0.7682654202748017,0.7696390037619047,0.23173457972519826,0.2303609962380952,0.7465277777777778,0.7534722222222222,80806.08661916784,80806.08661916784,380.16880290110566,0.0,-80425.91781626674
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,223_CT_4,48.87207345,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,223_CT_5,48.87207345,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,223_CT_6,48.87207345,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,301_CT_1,110.83689929999998,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,301_CT_2,110.83689929999998,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,301_CT_3,38.095727805,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,301_CT_4,38.095727805,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,302_CT_1,110.83689929999998,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,302_CT_2,110.83689929999998,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,302_CT_3,42.663211305000004,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,302_CT_4,42.663211305000004,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,307_CT_1,36.12393546,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,307_CT_2,36.12393546,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,313_CC_1,26.770312335000003,355.0,0.03498591549295774,0.2569444444444444,0.2465277777777778,7.344225263911254,7.046486401860799,0.20144814999021932,0.17605360126662778,0.7985518500097807,0.8239463987333723,0.1875,0.2152777777777778,1321.2583114227623,1321.2583114227623,134.3923876838686,0.0,-1186.8659237388938
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,315_STEAM_1,112.26770384999999,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,315_STEAM_2,112.26770384999999,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,315_STEAM_3,112.26770384999999,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,315_STEAM_4,112.26770384999999,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,315_STEAM_5,112.26770384999999,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,315_CT_6,31.33876764,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,315_CT_7,31.33876764,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,315_CT_8,31.33876764,55.0,0.2018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,316_STEAM_1,23.6803874825,155.0,0.05806451612903226,0.4201388888888889,0.3958333333333333,7.2357253086419755,6.817129629629629,0.521562072282706,0.4723794702105733,0.47843792771729393,0.5276205297894268,0.3541666666666667,0.3854166666666667,23025.17772859784,23025.17772859784,21.562902219572152,0.0,-23003.614826378267
RTS73,external,1,15,13,0.6,0.08,perfect,independent,0.0,0.0,0,65.0,318_CC_1,29.140544730000002,355.0,0.03498591549295774,0.013888888888888888,0.013888888888888888,0.39698514940060836,0.39698514940060836,0.0004859154929577464,0.0004257698552425735,0.9995140845070423,0.9995742301447574,0.006944444444444444,0.010416666666666666,0.7282123587000013,0.7282123587000013,0.01493614399010576,0.0,-0.7132762147098956
