system,study,month,day,horizon,ramp_multiplier,upward_adder_fraction,forecast_type,forecast_model,forecast_rho,sigma_rel,seed,shortage_penalty,loc_rp,loc_rp_energy,loc_la,loc_tlmp,delta_la_rp,shed_rp_mwh,shed_la_mwh,spill_rp_mwh,spill_la_mwh,short_up_mwh,short_down_mwh,rcup_active_share,rcdn_active_share,max_rcup,max_tlmp_adjustment,rp_bind_share,la_bind_share,emergency_rp_mwh,emergency_la_mwh
10gen,ramp_requirement,7,16,13,0.1,0.24,perfect,independent,0.0,0.0,0,65.0,1735500.5803676408,1753778.1798597267,743971.0069700485,0.0,-991529.5733975923,0.0,0.0,5.2041750482175075,0.0,916.0264303886579,0.0,1.0,0.003472222222222222,65.0,3520.0,0.09479166666666666,0.07118055555555555,5.2041750482175075,0.0
10gen,ramp_requirement,7,16,13,0.2,0.0,perfect,independent,0.0,0.0,0,65.0,182356.41324675255,182356.41324675255,934.0066341185702,0.0,-181422.406612634,0.0,0.0,0.03204947961555149,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.01423611111111111,0.013888888888888888,0.03204947961555149,0.0
10gen,ramp_requirement,7,16,13,0.2,0.08,perfect,independent,0.0,0.0,0,65.0,182356.41324675255,182356.41324675255,934.0066341185702,0.0,-181422.406612634,0.0,0.0,0.03204947961555149,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.01423611111111111,0.013888888888888888,0.03204947961555149,0.0
10gen,ramp_requirement,7,16,13,0.2,0.16,perfect,independent,0.0,0.0,0,65.0,182368.86967146437,183017.06964552114,934.0066341185702,0.0,-181434.8630373458,0.0,0.0,0.03204947961555149,0.0,0.0,0.0,0.09027777777777778,0.0,30.0,18.0,0.01423611111111111,0.013888888888888888,0.03204947961555149,0.0
10gen,ramp_requirement,7,16,13,0.2,0.24,perfect,independent,0.0,0.0,0,65.0,182431.1906702731,193204.22234869312,934.0066341185702,0.0,-181497.18403615453,0.0,0.0,0.03204947961555149,0.0,0.0,0.0,0.2638888888888889,0.0,40.0,18.0,0.015277777777777777,0.013888888888888888,0.03204947961555149,0.0
10gen,ramp_requirement,7,16,13,0.4,0.0,perfect,independent,0.0,0.0,0,65.0,15.073732185235713,15.073732185235713,0.0,0.0,-15.073732185235713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00034722222222222224,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,7,16,13,0.4,0.08,perfect,independent,0.0,0.0,0,65.0,15.073732185235713,15.073732185235713,0.0,0.0,-15.073732185235713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00034722222222222224,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,7,16,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,15.073732185235713,15.073732185235713,0.0,0.0,-15.073732185235713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00034722222222222224,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,7,16,13,0.4,0.24,perfect,independent,0.0,0.0,0,65.0,15.073732185235713,51.9301332646329,0.0,0.0,-15.073732185235713,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,20.0,0.5,0.00034722222222222224,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,7,16,13,0.8,0.0,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,16,13,0.8,0.08,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,16,13,0.8,0.16,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,16,13,0.8,0.24,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,17,13,0.1,0.0,perfect,independent,0.0,0.0,0,65.0,1988030.9594648033,1988030.9594648033,1534.8571269574504,0.0,-1986496.1023378458,0.058201120195955504,0.0,2.4859394320645167,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.024305555555555556,0.019791666666666666,2.544140552260472,0.0
10gen,ramp_requirement,7,17,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,1695840.462748264,1695854.576851116,1534.8571269574504,0.0,-1694305.6056213065,0.0,0.0,2.4859394320645167,0.0,0.0,0.0,0.003472222222222222,0.0,5.0,57.0,0.022222222222222223,0.019791666666666666,2.4859394320645167,0.0
10gen,ramp_requirement,7,17,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,1695728.2573941601,1696688.0584043418,1534.8571269574504,0.0,-1694193.4002672026,0.0,0.0,2.4859394320645167,0.0,17.45877532342003,0.0,0.10069444444444445,0.003472222222222222,65.0,57.0,0.025,0.019791666666666666,2.4859394320645167,0.0
10gen,ramp_requirement,7,17,13,0.1,0.24,perfect,independent,0.0,0.0,0,65.0,1137199.2459592468,1143378.400386434,1534.8571269574504,0.0,-1135664.3888322893,0.0,0.0,1.819255679474736,0.0,739.3973832686886,0.0,1.0,0.0,65.0,57.0,0.021527777777777778,0.019791666666666666,1.819255679474736,0.0
10gen,ramp_requirement,7,17,13,0.2,0.0,perfect,independent,0.0,0.0,0,65.0,1475.4380186308817,1475.4380186308817,991.6897763101254,0.0,-483.7482423207564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0045138888888888885,0.004861111111111111,0.0,0.0
10gen,ramp_requirement,7,17,13,0.2,0.08,perfect,independent,0.0,0.0,0,65.0,1475.4380186308817,1475.4380186308817,991.6897763101254,0.0,-483.7482423207564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0045138888888888885,0.004861111111111111,0.0,0.0
10gen,ramp_requirement,7,17,13,0.2,0.16,perfect,independent,0.0,0.0,0,65.0,1475.4380186308817,1475.4380186308817,991.6897763101254,0.0,-483.7482423207564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0045138888888888885,0.004861111111111111,0.0,0.0
10gen,ramp_requirement,7,17,13,0.2,0.24,perfect,independent,0.0,0.0,0,65.0,1475.438018630939,1648.9799399332478,991.6897763101254,0.0,-483.7482423208137,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,10.0,5.0,0.0045138888888888885,0.004861111111111111,0.0,0.0
10gen,ramp_requirement,7,17,13,0.4,0.0,perfect,independent,0.0,0.0,0,65.0,4.96542291986043,4.96542291986043,0.0,0.0,-4.96542291986043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006944444444444445,0.0006944444444444445,0.0,0.0
10gen,ramp_requirement,7,17,13,0.4,0.08,perfect,independent,0.0,0.0,0,65.0,4.96542291986043,4.96542291986043,0.0,0.0,-4.96542291986043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006944444444444445,0.0006944444444444445,0.0,0.0
10gen,ramp_requirement,7,17,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,4.96542291986043,4.96542291986043,0.0,0.0,-4.96542291986043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006944444444444445,0.0006944444444444445,0.0,0.0
10gen,ramp_requirement,7,17,13,0.4,0.24,perfect,independent,0.0,0.0,0,65.0,4.96542291986043,4.96542291986043,0.0,0.0,-4.96542291986043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006944444444444445,0.0006944444444444445,0.0,0.0
10gen,ramp_requirement,7,17,13,0.8,0.0,perfect,independent,0.0,0.0,0,65.0,1.6493781265908183,1.6493781265908183,0.0,0.0,-1.6493781265908183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00034722222222222224,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,7,17,13,0.8,0.08,perfect,independent,0.0,0.0,0,65.0,1.6493781265908183,1.6493781265908183,0.0,0.0,-1.6493781265908183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00034722222222222224,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,7,17,13,0.8,0.16,perfect,independent,0.0,0.0,0,65.0,1.6493781265908183,1.6493781265908183,0.0,0.0,-1.6493781265908183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00034722222222222224,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,7,17,13,0.8,0.24,perfect,independent,0.0,0.0,0,65.0,1.6493781265908183,1.6493781265908183,0.0,0.0,-1.6493781265908183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00034722222222222224,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,7,18,13,0.1,0.0,perfect,independent,0.0,0.0,0,65.0,891.7520926887228,891.7520926887228,345.33439453170377,0.0,-546.417698157019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.001736111111111111,0.0020833333333333333,0.0,0.0
10gen,ramp_requirement,7,18,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,891.7520926887228,891.7520926887228,345.33439453170377,0.0,-546.417698157019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.001736111111111111,0.0020833333333333333,0.0,0.0
10gen,ramp_requirement,7,18,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,891.7520926887228,891.7520926887228,345.33439453170377,0.0,-546.417698157019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.001736111111111111,0.0020833333333333333,0.0,0.0
10gen,ramp_requirement,7,18,13,0.1,0.24,perfect,independent,0.0,0.0,0,65.0,181.6767449268882,4121.051744926555,345.33439453170377,0.0,163.65764960481556,0.0,0.0,0.0,0.0,697.3921916758566,0.0,1.0,0.0,65.0,4.5,0.0024305555555555556,0.0020833333333333333,0.0,0.0
10gen,ramp_requirement,7,18,13,0.2,0.0,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.2,0.08,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.2,0.16,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.2,0.24,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.4,0.0,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.4,0.08,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.4,0.24,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.8,0.0,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.8,0.08,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.8,0.16,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,7,18,13,0.8,0.24,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,12,13,0.1,0.0,perfect,independent,0.0,0.0,0,65.0,8765630.14242166,8772406.51024059,4608068.575155293,0.0,-4157561.5672663664,8.12748694288723,0.0,726.2893884343739,502.59049988117704,7.845869980615778,60.30196932805882,0.006944444444444444,0.10069444444444445,65.0,3520.0,0.15729166666666666,0.1579861111111111,734.4168753772611,502.59049988117704
10gen,ramp_requirement,10,12,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,8436152.547239946,8448133.00591029,4608068.575155293,0.0,-3828083.9720846536,5.616652511012717,0.0,726.2893884343739,502.59049988117704,59.7544535426861,60.30196932805882,0.125,0.10069444444444445,65.0,3520.0,0.15694444444444444,0.1579861111111111,731.9060409453866,502.59049988117704
10gen,ramp_requirement,10,12,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,7795527.755377112,7817874.24228008,4608068.575155293,0.0,-3187459.1802218193,5.616652511012717,0.0,747.3997029176941,502.59049988117704,311.970528956552,60.64344492997543,0.5416666666666666,0.09027777777777778,65.0,3520.0,0.16493055555555555,0.1579861111111111,753.0163554287068,502.59049988117704
10gen,ramp_requirement,10,12,13,0.1,0.24,perfect,independent,0.0,0.0,0,65.0,7174728.875093422,7212093.024667299,4608068.575155293,0.0,-2566660.2999381293,5.616652511012717,0.0,745.9025385557127,502.59049988117704,1221.6840422337705,59.82979835331332,1.0,0.08333333333333333,65.0,3520.0,0.17118055555555556,0.1579861111111111,751.5191910667254,502.59049988117704
10gen,ramp_requirement,10,12,13,0.2,0.0,perfect,independent,0.0,0.0,0,65.0,1247255.1020833077,1249945.8831291678,441866.60224547575,0.0,-805388.499837832,0.0,0.0,23.688280028639856,0.0,0.0,11.688802377792431,0.0,0.027777777777777776,0.0,3519.5,0.04236111111111111,0.044097222222222225,23.688280028639856,0.0
10gen,ramp_requirement,10,12,13,0.2,0.08,perfect,independent,0.0,0.0,0,65.0,1247167.7968718698,1249865.5461639788,441866.60224547575,0.0,-805301.1946263941,0.0,0.0,23.688280028639856,0.0,0.0,11.688802377792431,0.006944444444444444,0.027777777777777776,7.0,3519.5,0.04201388888888889,0.044097222222222225,23.688280028639856,0.0
10gen,ramp_requirement,10,12,13,0.2,0.16,perfect,independent,0.0,0.0,0,65.0,1247361.4728631293,1252439.5456805394,441866.60224547575,0.0,-805494.8706176536,0.0,0.0,23.688280028639856,0.0,0.0,11.688802377792431,0.2048611111111111,0.027777777777777776,40.0,3519.5,0.043055555555555555,0.044097222222222225,23.688280028639856,0.0
10gen,ramp_requirement,10,12,13,0.2,0.24,perfect,independent,0.0,0.0,0,65.0,1248282.2392545247,1270281.1702197706,441866.60224547575,0.0,-806415.637009049,0.0,0.0,23.688280028639856,0.0,7.185076304784819,11.688802377792431,0.4756944444444444,0.027777777777777776,65.0,3519.5,0.05138888888888889,0.044097222222222225,23.688280028639856,0.0
10gen,ramp_requirement,10,12,13,0.4,0.0,perfect,independent,0.0,0.0,0,65.0,136847.61199112592,137597.5954753078,41839.17519176569,0.0,-95008.43679936024,0.0,0.0,5.362043795830723,0.0,0.0,3.5380137112948455,0.0,0.010416666666666666,0.0,3515.0,0.011111111111111112,0.010763888888888889,5.362043795830723,0.0
10gen,ramp_requirement,10,12,13,0.4,0.08,perfect,independent,0.0,0.0,0,65.0,136847.61199112592,137597.5954753078,41839.17519176569,0.0,-95008.43679936024,0.0,0.0,5.362043795830723,0.0,0.0,3.5380137112948455,0.0,0.010416666666666666,0.0,3515.0,0.011111111111111112,0.010763888888888889,5.362043795830723,0.0
10gen,ramp_requirement,10,12,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,136847.61199112592,137597.5954753078,41839.17519176569,0.0,-95008.43679936024,0.0,0.0,5.362043795830723,0.0,0.0,3.5380137112948455,0.0,0.010416666666666666,0.0,3515.0,0.011111111111111112,0.010763888888888889,5.362043795830723,0.0
10gen,ramp_requirement,10,12,13,0.4,0.24,perfect,independent,0.0,0.0,0,65.0,136847.94532445926,137870.17238745838,41839.17519176569,0.0,-95008.77013269358,0.0,0.0,5.362043795830723,0.0,0.0,3.5380137112948455,0.13541666666666666,0.010416666666666666,20.0,3515.0,0.011111111111111112,0.010763888888888889,5.362043795830723,0.0
10gen,ramp_requirement,10,12,13,0.8,0.0,perfect,independent,0.0,0.0,0,65.0,27225.169965588546,27225.169965588546,27144.209947100644,0.0,-80.96001848790183,0.0,0.0,0.004022553555113717,-1.1842378929335002e-15,0.0,0.0,0.0,0.0,0.0,3515.0,0.0010416666666666667,0.0010416666666666667,0.004022553555113717,-1.1842378929335002e-15
10gen,ramp_requirement,10,12,13,0.8,0.08,perfect,independent,0.0,0.0,0,65.0,27225.169965588546,27225.169965588546,27144.209947100644,0.0,-80.96001848790183,0.0,0.0,0.004022553555113717,-1.1842378929335002e-15,0.0,0.0,0.0,0.0,0.0,3515.0,0.0010416666666666667,0.0010416666666666667,0.004022553555113717,-1.1842378929335002e-15
10gen,ramp_requirement,10,12,13,0.8,0.16,perfect,independent,0.0,0.0,0,65.0,27225.169965588546,27225.169965588546,27144.209947100644,0.0,-80.96001848790183,0.0,0.0,0.004022553555113717,-1.1842378929335002e-15,0.0,0.0,0.0,0.0,0.0,3515.0,0.0010416666666666667,0.0010416666666666667,0.004022553555113717,-1.1842378929335002e-15
10gen,ramp_requirement,10,12,13,0.8,0.24,perfect,independent,0.0,0.0,0,65.0,27225.169965588546,27225.169965588546,27144.209947100644,0.0,-80.96001848790183,0.0,0.0,0.004022553555113717,-1.1842378929335002e-15,0.0,0.0,0.0,0.0,0.0,3515.0,0.0010416666666666667,0.0010416666666666667,0.004022553555113717,-1.1842378929335002e-15
10gen,ramp_requirement,10,13,13,0.1,0.0,perfect,independent,0.0,0.0,0,65.0,1472658.3096648545,1473532.3738770194,214864.37896689965,0.0,-1257793.930697955,0.0,0.0,4.7049056537408465,0.0,0.0,4.123730835217467,0.0,0.017361111111111112,0.0,3519.5,0.03854166666666667,0.029861111111111113,4.7049056537408465,0.0
10gen,ramp_requirement,10,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,1470494.3965623481,1471850.6314790444,214864.37896689965,0.0,-1255630.0175954485,0.0,0.0,4.7049056537408465,0.0,0.0,4.123730835217467,0.0625,0.017361111111111112,30.0,3519.5,0.035069444444444445,0.029861111111111113,4.7049056537408465,0.0
10gen,ramp_requirement,10,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,1470425.4985666738,1481386.5256982096,214864.37896689965,0.0,-1255561.1195997742,0.0,0.0,4.7049056537408465,0.0,16.995286580972145,4.123730835217467,0.2951388888888889,0.017361111111111112,65.0,3519.5,0.04027777777777778,0.029861111111111113,4.7049056537408465,0.0
10gen,ramp_requirement,10,13,13,0.1,0.24,perfect,independent,0.0,0.0,0,65.0,1211783.4618034218,1233069.7098870424,214864.37896689965,0.0,-996919.0828365223,0.0,0.0,4.7049056537408465,0.0,865.541612840263,2.8641103616820183,1.0,0.013888888888888888,65.0,3519.5,0.040625,0.029861111111111113,4.7049056537408465,0.0
10gen,ramp_requirement,10,13,13,0.2,0.0,perfect,independent,0.0,0.0,0,65.0,1463.5767360856635,1463.5767360856635,51.87183955769706,0.0,-1411.7048965279664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.00625,0.005208333333333333,0.0,0.0
10gen,ramp_requirement,10,13,13,0.2,0.08,perfect,independent,0.0,0.0,0,65.0,1463.5767360856635,1463.5767360856635,51.87183955769706,0.0,-1411.7048965279664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.00625,0.005208333333333333,0.0,0.0
10gen,ramp_requirement,10,13,13,0.2,0.16,perfect,independent,0.0,0.0,0,65.0,1282.6184926121186,1569.9913687699243,51.87183955769706,0.0,-1230.7466530544216,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,20.0,18.0,0.005208333333333333,0.005208333333333333,0.0,0.0
10gen,ramp_requirement,10,13,13,0.2,0.24,perfect,independent,0.0,0.0,0,65.0,1330.6405124042058,10073.210449010317,51.87183955769706,0.0,-1278.7686728465087,0.0,0.0,0.0,0.0,0.0,0.0,0.19791666666666666,0.0,35.0,18.0,0.005555555555555556,0.005208333333333333,0.0,0.0
10gen,ramp_requirement,10,13,13,0.4,0.0,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,13,13,0.4,0.08,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,13,13,0.4,0.24,perfect,independent,0.0,0.0,0,65.0,0.0,6.429359213257911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024305555555555556,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,13,13,0.8,0.0,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,13,13,0.8,0.08,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,13,13,0.8,0.16,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,13,13,0.8,0.24,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,14,13,0.1,0.0,perfect,independent,0.0,0.0,0,65.0,759745.4735849778,760062.323511114,355.60999815276955,0.0,-759389.863586825,0.0,0.0,0.11690835391362953,0.0,0.0,0.11690835391362953,0.0,0.010416666666666666,0.0,4.5,0.017708333333333333,0.01423611111111111,0.11690835391362953,0.0
10gen,ramp_requirement,10,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,759745.4735849778,760062.323511114,355.60999815276955,0.0,-759389.863586825,0.0,0.0,0.11690835391362953,0.0,0.0,0.11690835391362953,0.0,0.010416666666666666,0.0,4.5,0.017708333333333333,0.01423611111111111,0.11690835391362953,0.0
10gen,ramp_requirement,10,14,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,759577.3626292221,762556.4806347918,355.60999815276955,0.0,-759221.7526310693,0.0,0.0,0.11690835391362953,0.0,7.366825219721969,0.11690835391362953,0.24305555555555555,0.010416666666666666,65.0,4.5,0.019097222222222224,0.01423611111111111,0.11690835391362953,0.0
10gen,ramp_requirement,10,14,13,0.1,0.24,perfect,independent,0.0,0.0,0,65.0,247819.5028462964,258381.20540251533,355.60999815276955,0.0,-247463.89284814365,0.0,0.0,0.10998318583813216,0.0,776.8224911402236,0.0,1.0,0.003472222222222222,65.0,4.5,0.01840277777777778,0.01423611111111111,0.10998318583813216,0.0
10gen,ramp_requirement,10,14,13,0.2,0.0,perfect,independent,0.0,0.0,0,65.0,127.49999999994543,127.49999999994543,29.042863597922405,0.0,-98.45713640202302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0006944444444444445,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,10,14,13,0.2,0.08,perfect,independent,0.0,0.0,0,65.0,127.49999999994543,127.49999999994543,29.042863597922405,0.0,-98.45713640202302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0006944444444444445,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,10,14,13,0.2,0.16,perfect,independent,0.0,0.0,0,65.0,127.49999999994543,127.49999999994543,29.042863597922405,0.0,-98.45713640202302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0006944444444444445,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,10,14,13,0.2,0.24,perfect,independent,0.0,0.0,0,65.0,127.49999999994543,738.9880164428905,29.042863597922405,0.0,-98.45713640202302,0.0,0.0,0.0,0.0,0.0,0.0,0.13541666666666666,0.0,10.0,4.5,0.0006944444444444445,0.00034722222222222224,0.0,0.0
10gen,ramp_requirement,10,14,13,0.4,0.0,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,14,13,0.4,0.08,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,14,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,14,13,0.4,0.24,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,14,13,0.8,0.0,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,10,14,13,0.8,0.08,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
