system,study,month,day,horizon,ramp_multiplier,upward_adder_fraction,forecast_type,forecast_model,forecast_rho,sigma_rel,seed,shortage_penalty,loc_rp,loc_rp_energy,loc_la,loc_tlmp,delta_la_rp,shed_rp_mwh,shed_la_mwh,spill_rp_mwh,spill_la_mwh,short_up_mwh,short_down_mwh,rcup_active_share,rcdn_active_share,max_rcup,max_tlmp_adjustment,rp_bind_share,la_bind_share,emergency_rp_mwh,emergency_la_mwh
10gen,ramp_requirement,1,12,13,0.8,0.0,perfect,independent,0.0,0.0,0,65.0,933.4250166285783,1092.3336726152338,33.078196523245424,0.0,-900.3468201053329,419.0174344375861,419.0174344375861,0.0,0.0,40.29908081188292,0.0,0.07291666666666667,0.0,65.0,4.5,0.005555555555555556,0.0045138888888888885,419.0174344375861,419.0174344375861
10gen,ramp_requirement,1,12,13,0.8,0.08,perfect,independent,0.0,0.0,0,65.0,1390.0511787142605,4763.051435592497,33.078196523245424,0.0,-1356.972982191015,419.0174344375861,419.0174344375861,0.0,0.0,360.35619604682734,0.0,0.1736111111111111,0.0,65.0,4.5,0.004861111111111111,0.0045138888888888885,419.0174344375861,419.0174344375861
10gen,ramp_requirement,1,12,13,0.8,0.16,perfect,independent,0.0,0.0,0,65.0,1825.837062167935,12339.303893716104,33.078196523245424,0.0,-1792.7588656446896,419.0174344375861,419.0174344375861,0.0,0.0,734.8870368429984,0.0,0.2361111111111111,0.0,65.0,4.5,0.0045138888888888885,0.0045138888888888885,419.0174344375861,419.0174344375861
10gen,ramp_requirement,1,12,13,0.8,0.24,perfect,independent,0.0,0.0,0,65.0,2110.5316072274,24151.67280924422,33.078196523245424,0.0,-2077.4534107041545,419.0174344375861,419.0174344375861,0.0,0.0,1161.7439777617255,0.0,0.2986111111111111,0.0,65.0,4.5,0.0045138888888888885,0.0045138888888888885,419.0174344375861,419.0174344375861
10gen,ramp_requirement,1,13,13,0.1,0.0,perfect,independent,0.0,0.0,0,65.0,3727071.379885748,3729675.56085753,1135537.1220917485,0.0,-2591534.2577939993,0.9414618831319406,0.0,21.19245363996467,0.0,0.0,8.149889698662756,0.0,0.020833333333333332,0.0,3530.0,0.07013888888888889,0.06701388888888889,22.133915523096608,0.0
10gen,ramp_requirement,1,13,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,3547214.331469099,3549362.9148122063,1135537.1220917485,0.0,-2411677.2093773503,0.0,0.0,21.19245363996467,0.0,0.0,8.149889698662756,0.052083333333333336,0.020833333333333332,37.0,3530.0,0.06527777777777778,0.06701388888888889,21.19245363996467,0.0
10gen,ramp_requirement,1,13,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,3119506.253998648,3126209.7535436964,1135537.1220917485,0.0,-1983969.1319068994,0.0,0.0,20.86563937620943,0.0,53.53274489467806,8.149889698662756,0.2604166666666667,0.017361111111111112,65.0,3530.0,0.07777777777777778,0.06701388888888889,20.86563937620943,0.0
10gen,ramp_requirement,1,13,13,0.1,0.24,perfect,independent,0.0,0.0,0,65.0,2274171.1612816886,2290132.0247589643,1135537.1220917485,0.0,-1138634.03918994,0.0,0.0,18.632808839090366,0.0,964.3602010731826,8.149889698662756,1.0,0.017361111111111112,65.0,3530.0,0.07847222222222222,0.06701388888888889,18.632808839090366,0.0
10gen,ramp_requirement,1,13,13,0.2,0.0,perfect,independent,0.0,0.0,0,65.0,474635.4799248218,474981.01852168224,155.5015226500017,0.0,-474479.9784021718,0.0,0.0,0.09609716308139582,0.0,0.0,0.09609716308139582,0.0,0.006944444444444444,0.0,18.0,0.01423611111111111,0.0125,0.09609716308139582,0.0
10gen,ramp_requirement,1,13,13,0.2,0.08,perfect,independent,0.0,0.0,0,65.0,474635.4799248218,474981.01852168224,155.5015226500017,0.0,-474479.9784021718,0.0,0.0,0.09609716308139582,0.0,0.0,0.09609716308139582,0.0,0.006944444444444444,0.0,18.0,0.01423611111111111,0.0125,0.09609716308139582,0.0
10gen,ramp_requirement,1,13,13,0.2,0.16,perfect,independent,0.0,0.0,0,65.0,474280.1233279566,475379.7359913658,155.5015226500017,0.0,-474124.6218053066,0.0,0.0,0.09609716308139582,0.0,0.0,0.09609716308139582,0.059027777777777776,0.006944444444444444,30.0,18.0,0.013888888888888888,0.0125,0.09609716308139582,0.0
10gen,ramp_requirement,1,13,13,0.2,0.24,perfect,independent,0.0,0.0,0,65.0,474894.68961694726,482918.4718264024,155.5015226500017,0.0,-474739.18809429725,0.0,0.0,0.09609716308139582,0.0,0.0,0.09609716308139582,0.15625,0.006944444444444444,37.0,18.0,0.016319444444444445,0.0125,0.09609716308139582,0.0
10gen,ramp_requirement,1,13,13,0.4,0.0,perfect,independent,0.0,0.0,0,65.0,548.5473902129306,548.5473902129306,83.6506402293262,0.0,-464.8967499836044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.001736111111111111,0.001388888888888889,0.0,0.0
10gen,ramp_requirement,1,13,13,0.4,0.08,perfect,independent,0.0,0.0,0,65.0,548.5473902129306,548.5473902129306,83.6506402293262,0.0,-464.8967499836044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.001736111111111111,0.001388888888888889,0.0,0.0
10gen,ramp_requirement,1,13,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,548.5473902129306,548.5473902129306,83.6506402293262,0.0,-464.8967499836044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.001736111111111111,0.001388888888888889,0.0,0.0
10gen,ramp_requirement,1,13,13,0.4,0.24,perfect,independent,0.0,0.0,0,65.0,548.5473902129379,576.953060273524,83.6506402293262,0.0,-464.8967499836117,0.0,0.0,0.0,0.0,0.0,0.0,0.024305555555555556,0.0,20.0,10.0,0.001736111111111111,0.001388888888888889,0.0,0.0
10gen,ramp_requirement,1,13,13,0.8,0.0,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.8,0.08,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.8,0.16,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,13,13,0.8,0.24,perfect,independent,0.0,0.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10gen,ramp_requirement,1,14,13,0.1,0.0,perfect,independent,0.0,0.0,0,65.0,11945536.783825783,11957496.239953507,7186066.415858298,0.0,-4759470.367967485,301.19300322180817,178.6278095809149,1067.338397001687,787.4844414414102,58.6196957588023,80.5640411931707,0.08680555555555555,0.09722222222222222,65.0,3560.0,0.18993055555555555,0.20416666666666666,1368.5314002234952,966.1122510223252
10gen,ramp_requirement,1,14,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,11756271.633053489,11776814.575919844,7186066.415858298,0.0,-4570205.217195191,266.5972181569779,178.6278095809149,1067.338397001687,787.4844414414102,395.40396203607685,80.5640411931707,0.24305555555555555,0.09722222222222222,65.0,3560.0,0.19166666666666668,0.20416666666666666,1333.9356151586649,966.1122510223252
10gen,ramp_requirement,1,14,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,11406586.967164252,11436278.790065803,7186066.415858298,0.0,-4220520.551305954,225.81720877170827,178.6278095809149,1067.338397001687,787.4844414414102,906.5506339482602,80.5640411931707,0.46875,0.09722222222222222,65.0,3560.0,0.18680555555555556,0.20416666666666666,1293.1556057733953,966.1122510223252
10gen,ramp_requirement,1,14,13,0.1,0.24,perfect,independent,0.0,0.0,0,65.0,11129270.221977396,11165151.21359989,7186066.415858298,0.0,-3943203.8061190983,228.51214845943733,178.6278095809149,981.664394044934,787.4844414414102,2148.2444267963647,77.10146198525825,1.0,0.09375,65.0,3560.0,0.18125,0.20416666666666666,1210.1765425043714,966.1122510223252
10gen,ramp_requirement,1,14,13,0.2,0.0,perfect,independent,0.0,0.0,0,65.0,4316884.884284304,4323957.6110907905,445799.5811486948,0.0,-3871085.3031356097,91.30628653205316,28.597455490965974,291.32568194787973,18.509237602437267,20.186759920090253,43.98757430979749,0.03819444444444445,0.06597222222222222,65.0,3519.5,0.07708333333333334,0.07604166666666666,382.6319684799329,47.10669309340324
10gen,ramp_requirement,1,14,13,0.2,0.08,perfect,independent,0.0,0.0,0,65.0,3867109.2691455833,3879498.574196998,445799.5811486948,0.0,-3421309.6879968885,55.75640432273758,28.597455490965974,291.32568194787973,18.509237602437267,211.78751948683185,43.98757430979749,0.1909722222222222,0.06597222222222222,65.0,3519.5,0.07708333333333334,0.07604166666666666,347.0820862706173,47.10669309340324
10gen,ramp_requirement,1,14,13,0.2,0.16,perfect,independent,0.0,0.0,0,65.0,3521196.140105066,3542427.4421255263,445799.5811486948,0.0,-3075396.558956371,17.937333358827345,28.597455490965974,291.32568194787973,18.509237602437267,431.5669947703482,43.98757430979749,0.3229166666666667,0.06597222222222222,65.0,3519.5,0.07673611111111112,0.07604166666666666,309.2630153067071,47.10669309340324
10gen,ramp_requirement,1,14,13,0.2,0.24,perfect,independent,0.0,0.0,0,65.0,3490130.453428034,3532340.7075222614,445799.5811486948,0.0,-3044330.8722793395,17.858078069493025,28.597455490965974,291.32568194787973,18.509237602437267,626.0035630100865,43.98757430979749,0.3298611111111111,0.06597222222222222,65.0,3519.5,0.07604166666666666,0.07604166666666666,309.1837600173728,47.10669309340324
10gen,ramp_requirement,1,14,13,0.4,0.0,perfect,independent,0.0,0.0,0,65.0,467839.03861705697,469765.56142657105,248.46413462501368,0.0,-467590.574482432,18.46412397212714,17.858078069493025,5.6990272353658575,0.0,8.372117312202514,5.075107087299714,0.020833333333333332,0.013888888888888888,65.0,20.0,0.027430555555555555,0.027430555555555555,24.163151207492998,17.858078069493025
10gen,ramp_requirement,1,14,13,0.4,0.08,perfect,independent,0.0,0.0,0,65.0,338540.7936302633,346484.9846744461,248.46413462501368,0.0,-338292.32949563826,17.858078069493025,17.858078069493025,5.6990272353658575,0.0,152.08727134780764,5.075107087299714,0.12152777777777778,0.013888888888888888,65.0,20.0,0.027083333333333334,0.027430555555555555,23.557105304858883,17.858078069493025
10gen,ramp_requirement,1,14,13,0.4,0.16,perfect,independent,0.0,0.0,0,65.0,333343.2521948924,347080.7725500037,248.46413462501368,0.0,-333094.78806026734,17.858078069493025,17.858078069493025,5.6990272353658575,0.0,367.37869119780237,5.075107087299714,0.2361111111111111,0.013888888888888888,65.0,20.0,0.02638888888888889,0.027430555555555555,23.557105304858883,17.858078069493025
10gen,ramp_requirement,1,14,13,0.4,0.24,perfect,independent,0.0,0.0,0,65.0,333534.12050450384,358935.5522393253,248.46413462501368,0.0,-333285.6563698788,17.858078069493025,17.858078069493025,5.6990272353658575,0.0,611.946760947621,5.075107087299714,0.3055555555555556,0.013888888888888888,65.0,20.0,0.028125,0.027430555555555555,23.557105304858883,17.858078069493025
10gen,ramp_requirement,1,14,13,0.8,0.0,perfect,independent,0.0,0.0,0,65.0,416.8425436570542,572.1616969435418,97.97885167913046,0.0,-318.86369197792374,17.858078069493025,17.858078069493025,0.0,0.0,8.272727304632514,0.0,0.013888888888888888,0.0,65.0,4.5,0.002777777777777778,0.002777777777777778,17.858078069493025,17.858078069493025
10gen,ramp_requirement,1,14,13,0.8,0.08,perfect,independent,0.0,0.0,0,65.0,394.4878173766192,4430.071926992896,97.97885167913046,0.0,-296.50896569748875,17.858078069493025,17.858078069493025,0.0,0.0,124.30926542191938,0.0,0.09722222222222222,0.0,65.0,4.5,0.0020833333333333333,0.002777777777777778,17.858078069493025,17.858078069493025
10gen,ramp_requirement,1,14,13,0.8,0.16,perfect,independent,0.0,0.0,0,65.0,1516.4295791210607,13279.470669523536,97.97885167913046,0.0,-1418.4507274419302,17.858078069493025,17.858078069493025,0.0,0.0,338.8665952337701,0.0,0.1840277777777778,0.0,65.0,4.5,0.0020833333333333333,0.002777777777777778,17.858078069493025,17.858078069493025
10gen,ramp_requirement,1,14,13,0.8,0.24,perfect,independent,0.0,0.0,0,65.0,551.9239336163737,17887.235893384975,97.97885167913046,0.0,-453.94508193724323,17.858078069493025,17.858078069493025,0.0,0.0,589.9124659799642,0.0,0.2465277777777778,0.0,65.0,4.5,0.001388888888888889,0.002777777777777778,17.858078069493025,17.858078069493025
10gen,ramp_requirement,1,15,13,0.1,0.0,perfect,independent,0.0,0.0,0,65.0,6019010.0317057995,6023903.692290077,3395656.498063596,0.0,-2623353.5336422035,0.0,0.0,290.93902195235484,103.65209760645863,0.0,38.45656126254095,0.0,0.0625,0.0,3520.0,0.07048611111111111,0.07604166666666666,290.93902195235484,103.65209760645863
10gen,ramp_requirement,1,15,13,0.1,0.08,perfect,independent,0.0,0.0,0,65.0,6019075.2302446095,6024338.1746358145,3395656.498063596,0.0,-2623418.7321810136,0.0,0.0,290.93902195235484,103.65209760645863,0.0,38.45656126254095,0.08680555555555555,0.0625,37.0,3520.0,0.07083333333333333,0.07604166666666666,290.93902195235484,103.65209760645863
10gen,ramp_requirement,1,15,13,0.1,0.16,perfect,independent,0.0,0.0,0,65.0,6019008.536518674,6034458.026447352,3395656.498063596,0.0,-2623352.0384550784,0.0,0.0,290.93902195235484,103.65209760645863,20.738992784668074,38.45656126254095,0.3333333333333333,0.0625,65.0,3520.0,0.0798611111111111,0.07604166666666666,290.93902195235484,103.65209760645863
10gen,ramp_requirement,1,15,13,0.1,0.24,perfect,independent,0.0,0.0,0,65.0,5670716.67746585,5695608.952445713,3395656.498063596,0.0,-2275060.1794022536,0.0,0.0,219.58221791956345,103.65209760645863,958.3292305271414,36.109614235566646,1.0,0.05555555555555555,65.0,3520.0,0.07673611111111112,0.07604166666666666,219.58221791956345,103.65209760645863
10gen,ramp_requirement,1,15,13,0.2,0.0,perfect,independent,0.0,0.0,0,65.0,2298062.4537749803,2300470.0837902417,262176.14608877175,0.0,-2035886.3076862085,0.0,0.0,56.11348840628674,0.0,0.0,16.42677978260942,0.0,0.020833333333333332,0.0,3519.5,0.028125,0.025347222222222222,56.11348840628674,0.0
10gen,ramp_requirement,1,15,13,0.2,0.08,perfect,independent,0.0,0.0,0,65.0,2298062.4537749803,2300470.0837902417,262176.14608877175,0.0,-2035886.3076862085,0.0,0.0,56.11348840628674,0.0,0.0,16.42677978260942,0.0,0.020833333333333332,0.0,3519.5,0.028125,0.025347222222222222,56.11348840628674,0.0
10gen,ramp_requirement,1,15,13,0.2,0.16,perfect,independent,0.0,0.0,0,65.0,2298039.5364227826,2300900.7311979523,262176.14608877175,0.0,-2035863.3903340108,0.0,0.0,56.11348840628674,0.0,0.0,16.42677978260942,0.10069444444444445,0.020833333333333332,20.0,3519.5,0.027777777777777776,0.025347222222222222,56.11348840628674,0.0
